painting_no,technique_id,height_cm,width_cm,radius_cm,year,material_id,artist_id,owner_id,photo,AÇIKLAMA
2452,1,60,85,,2017,1,1,1,,İMZASIZ
2453,1,60,"68,5",,2017,1,1,1,,
2454,1,60,"68,5",,2017,1,1,1,,İMZASIZ
2455,1,60,"76,5",,2017,2,1,1,,İMZASIZ
2456,1,75,75,,2015,1,1,1,,
2457,1,85,65,,2016,1,1,1,,İMZASIZ
2458,1,45,55,,2017,1,1,1,,İMZASIZ
2459,1,50,76,,2017,1,1,1,,
2460,1,50,75,,2017,1,1,1,,
2461,1,63,90,,2017,1,1,1,,İMZASIZ
2462,1,56,85,,2017,1,1,1,,
2463,1,33,56,,2017,2,1,1,,İMZASIZ
2464,1,29,59,,2017,2,1,1,,
2465,1,29,"59,5",,2017,2,1,1,,İMZASIZ
2466,1,"52,5","40,5",,2017,2,1,1,,
2467,6,"52,5","42,5",,2017,5,1,1,,
2468,6,53,"42,5",,2017,5,1,1,,
2469,6,43,"49,5",,2017,5,1,1,,
2470,1,"32,5",55,,2017,2,1,1,YOK,
2471,6,"66,5",45,,2015,5,1,1,,İMZASIZ
2472,1,50,59,,2017,2,1,1,YOK,
2473,1,32,"43,5",,2017,2,1,1,YOK,
2474,1,35,50,,2017,1,1,1,YOK,
2475,1,70,100,,2017,1,1,1,YOK,
2476,1,"39,5",50,,2017,,1,1,YOK,
2477,1,27,60,,2017,,1,1,YOK,
2478,1,"27,5",43,,2017,,1,1,YOK,
2479,1,45,65,,2017,,1,1,YOK,
2480,1,43,58,,2017,,1,1,YOK,
2481,1,31,"57,5",,2017,,1,1,YOK,
2482,1,25,49,,2017,,1,1,YOK,
2483,1,,,"48,5",2017,4,1,1,YOK,
2484,1,62,62,,2017,,1,1,YOK,
2485,1,24,"60,5",,2017,,1,1,YOK,
2486,1,50,60,,2017,,1,1,YOK,
2487,1,60,"68,5",,2017,,1,1,YOK,
2488,1,"39,5",50,,2017,,1,1,YOK,
2489,10,34,49,,2017,,1,1,,SERGİ İÇİN VERİLEN NUMARALAR
2490,1,41,45,,2016,,1,1,,SERGİ İÇİN VERİLEN NUMARALAR
2491,1,42,"46,5",,2016,,1,1,,SERGİ İÇİN VERİLEN NUMARALAR
2492,10,30,50,,2018,,1,1,,SERGİ İÇİN VERİLEN NUMARALAR
2493,10,26,34,,2017,,1,1,,SERGİ İÇİN VERİLEN NUMARALAR
2494,10,32,32,,2017,,1,1,,SERGİ İÇİN VERİLEN NUMARALAR
2495,1,37,"47,5",,2017,,1,1,,SERGİ İÇİN VERİLEN NUMARALAR
2496,10,40,60,,,,1,1,,SERGİ İÇİN VERİLEN NUMARALAR
2497,10,60,40,,,,1,1,,SERGİ İÇİN VERİLEN NUMARALAR
2498,1,68,86,,2017,1,1,1,,SERGİ İÇİN VERİLEN NUMARALAR
2499,1,60,106,,2017,1,1,1,,SERGİ İÇİN VERİLEN NUMARALAR
2500,1,65,85,,2017,1,1,1,,SERGİ İÇİN VERİLEN NUMARALAR
2501,1,57,"61,5",,2017,1,1,1,,SERGİ İÇİN VERİLEN NUMARALAR
2502,,,,,,,1,1,YOK,
2503,,,,,,,1,1,YOK,
2504,,,,,,,1,1,YOK,
2505,,,,,,,1,1,YOK,
2506,,,,,,,1,1,YOK,
2507,,,,,,,1,1,YOK,
2508,,,,,,,1,1,YOK,
2509,10,31,43,,2017,9,1,1,YOK,
2510,1,90,110,,1987,1,1,8,,
2511,1,90,110,,1987,1,1,8,,
2631,1,34,50,,2018,8,1,1,,
2633,1,44,55,,2018,8,1,1,,
2635,1,50,70,,2018,8,1,1,,
2637,1,40,60,,2018,8,1,1,,
2638,1,50,69,,2018,8,1,1,,
2639,1,60,68,,2017,8,1,1,,
2640,1,40,60,,2019,8,1,1,,
2642,1,52,70,,2019,8,1,1,,
2645,6,55,80,,2018,8,1,1,,
2647,1,53,74,,2018,8,1,1,,
2648,1,50,70,,2019,8,1,1,,
2649,1,41,45,,2019,8,1,1,,
2650,1,40,60,,2019,8,1,1,,
